MAT	<p>ec8a_b95a</p> <p>Match each of the following alterations to <strong><span style="color: #008672;">chromosome</span></strong> structure with their corresponding descriptions.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<span style="color: #993e0e;">deletion</span>	<strong><span style="color: #008672;">chromosome</span></strong> in which is missing a group of <strong><span style="color: #43861a;">genes</span></strong>	<span style="color: #466a1d;">non-disjunction</span>	the failure of sister chromatids to separate properly during cell division	<span style="color: #883b85;">Robertsonian translocation</span>	fusion of two <strong><span style="color: #008672;">chromosome</span></strong>s that have short p arms	<span style="color: #745a12;">duplications</span>	can result from <strong><span style="color: #a16c04;">genes</span></strong> recombination where a part of a <strong><span style="color: #008672;">chromosome</span></strong> is replicated	<span style="color: #006980;">non-reciprocal translocation</span>	a complete <strong><span style="color: #008672;">chromosome</span></strong> that also has a group of <strong><span style="color: #43861a;">genes</span></strong> from another <strong><span style="color: #008672;">chromosome</span></strong>
MAT	<p>ec8a_b3cc</p> <p>Match each of the following alterations to <strong><span style="color: #008672;">chromosome</span></strong> structure with their corresponding descriptions.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<span style="color: #993e0e;">deletion</span>	when a <strong><span style="color: #008672;">chromosome</span></strong> breaks a part of it is lost	<span style="color: #7838b1;">Robertsonian translocation</span>	can change two acrocentric <strong><span style="color: #008672;">chromosome</span></strong>s into a metacentric <strong><span style="color: #008672;">chromosome</span></strong>	<span style="color: #11703c;">paracentric inversion</span>	can change two monocentric <strong><span style="color: #008672;">chromosome</span></strong>s into a dicentric <strong><span style="color: #008672;">chromosome</span></strong>	<span style="color: #006980;">reciprocal translocation</span>	can change a metacentric <strong><span style="color: #008672;">chromosome</span></strong> into a submetacentric <strong><span style="color: #008672;">chromosome</span></strong>	<span style="color: #636205;">duplications</span>	<strong><span style="color: #008672;">chromosome</span></strong> that has an extra copy of a group of <strong><span style="color: #43861a;">genes</span></strong>
MAT	<p>ec8a_660f</p> <p>Match each of the following alterations to <strong><span style="color: #008672;">chromosome</span></strong> structure with their corresponding descriptions.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<span style="color: #006980;">non-reciprocal translocation</span>	a complete <strong><span style="color: #008672;">chromosome</span></strong> that also has a group of <strong><span style="color: #43861a;">genes</span></strong> from another <strong><span style="color: #008672;">chromosome</span></strong>	<span style="color: #745a12;">deletion</span>	portion of the <strong><span style="color: #008672;">chromosome</span></strong> is missing	<span style="color: #883b85;">reciprocal translocation</span>	segments from two different <strong><span style="color: #008672;">chromosome</span></strong>s have been exchanged	<span style="color: #11703c;">non-disjunction</span>	the failure of homologous <strong><span style="color: #008672;">chromosome</span></strong>s to separate properly during cell division	<span style="color: #335ca5;">paracentric inversion</span>	a portion of a single <strong><span style="color: #008672;">chromosome</span></strong> arm has broken off, turned upside down, and reattached
MAT	<p>ec8a_a40a</p> <p>Match each of the following alterations to <strong><span style="color: #008672;">chromosome</span></strong> structure with their corresponding descriptions.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<span style="color: #745a12;">duplications</span>	portion of the <strong><span style="color: #008672;">chromosome</span></strong> has been copied, resulting extra copies of a gene	<span style="color: #993e0e;">deletion</span>	<strong><span style="color: #008672;">chromosome</span></strong> in which is missing a group of <strong><span style="color: #43861a;">genes</span></strong>	<span style="color: #7838b1;">reciprocal translocation</span>	the exchange of broken <strong><span style="color: #008672;">chromosome</span></strong> segments between two nonhomologous <strong><span style="color: #008672;">chromosome</span></strong>s	<span style="color: #335ca5;">paracentric inversion</span>	a portion of a single <strong><span style="color: #008672;">chromosome</span></strong> arm has broken off, turned upside down, and reattached	<span style="color: #006b6e;">non-reciprocal translocation</span>	a complete <strong><span style="color: #008672;">chromosome</span></strong> that also has a group of <strong><span style="color: #43861a;">genes</span></strong> from another <strong><span style="color: #008672;">chromosome</span></strong>
MAT	<p>ec8a_ad78</p> <p>Match each of the following alterations to <strong><span style="color: #008672;">chromosome</span></strong> structure with their corresponding descriptions.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<span style="color: #636205;">duplications</span>	can result from <strong><span style="color: #a16c04;">genes</span></strong> recombination where a part of a <strong><span style="color: #008672;">chromosome</span></strong> is replicated	<span style="color: #335ca5;">Robertsonian translocation</span>	fusion of two <strong><span style="color: #008672;">chromosome</span></strong>s that have short p arms	<span style="color: #11703c;">non-reciprocal translocation</span>	the transferring of a <strong><span style="color: #008672;">chromosome</span></strong> segment from one <strong><span style="color: #008672;">chromosome</span></strong> to another non-homologous <strong><span style="color: #008672;">chromosome</span></strong>	<span style="color: #a42b33;">deletion</span>	a part of a <strong><span style="color: #008672;">chromosome</span></strong> is left out during DNA replication	<span style="color: #006b6e;">paracentric inversion</span>	two breaks and <strong><span style="color: #56225d;">reversal</span></strong> of the <strong><span style="color: #43861a;">genes</span></strong> occur on one arm of the <strong><span style="color: #008672;">chromosome</span></strong>
MAT	<p>ec8a_989b</p> <p>Match each of the following alterations to <strong><span style="color: #008672;">chromosome</span></strong> structure with their corresponding descriptions.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<span style="color: #006980;">pericentric inversion</span>	a portion of a <strong><span style="color: #008672;">chromosome</span></strong> that includes both arms has broken off, <strong><span style="color: #56225d;">reverse</span></strong>d, and reattached	<span style="color: #993e0e;">deletion</span>	<strong><span style="color: #008672;">chromosome</span></strong> in which is missing a group of <strong><span style="color: #43861a;">genes</span></strong>	<span style="color: #973562;">Robertsonian translocation</span>	entire <strong><span style="color: #008672;">chromosome</span></strong> has attached to another at the <strong><span style="color: #c1480a;">centromere</span></strong>	<span style="color: #066d5a;">non-reciprocal translocation</span>	a complete <strong><span style="color: #008672;">chromosome</span></strong> that also has a group of <strong><span style="color: #43861a;">genes</span></strong> from another <strong><span style="color: #008672;">chromosome</span></strong>	<span style="color: #636205;">duplications</span>	<strong><span style="color: #008672;">chromosome</span></strong> that has an extra copy of a group of <strong><span style="color: #43861a;">genes</span></strong>
MAT	<p>ec8a_93ad</p> <p>Match each of the following alterations to <strong><span style="color: #008672;">chromosome</span></strong> structure with their corresponding descriptions.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<span style="color: #973562;">Robertsonian translocation</span>	in humans, these alterations only occur with <strong><span style="color: #008672;">chromosome</span></strong>s 13, 14, 15, 21, and 22	<span style="color: #636205;">duplications</span>	can result from <strong><span style="color: #a16c04;">genes</span></strong> recombination where a part of a <strong><span style="color: #008672;">chromosome</span></strong> is replicated	<span style="color: #066d5a;">non-disjunction</span>	the failure of sister chromatids to separate properly during cell division	<span style="color: #006980;">pericentric inversion</span>	a portion of a <strong><span style="color: #008672;">chromosome</span></strong> that includes both arms has broken off, turned upside down, and reattached	<span style="color: #874f00;">deletion</span>	portion of the <strong><span style="color: #008672;">chromosome</span></strong> is missing
MAT	<p>ec8a_1d7d</p> <p>Match each of the following alterations to <strong><span style="color: #008672;">chromosome</span></strong> structure with their corresponding descriptions.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<span style="color: #11703c;">non-reciprocal translocation</span>	the transferring of a <strong><span style="color: #008672;">chromosome</span></strong> segment from one <strong><span style="color: #008672;">chromosome</span></strong> to another non-homologous <strong><span style="color: #008672;">chromosome</span></strong>	<span style="color: #973562;">Robertsonian translocation</span>	caused by breaks at or near the <strong><span style="color: #c1480a;">centromere</span></strong>s of two acrocentric <strong><span style="color: #008672;">chromosome</span></strong>s	<span style="color: #335ca5;">reciprocal translocation</span>	the Philadelphia <strong><span style="color: #008672;">chromosome</span></strong> is formed from this alteration of <strong><span style="color: #008672;">chromosome</span></strong>s 9 and 22	<span style="color: #006b6e;">pericentric inversion</span>	a portion of a <strong><span style="color: #008672;">chromosome</span></strong> that includes both arms has broken off, <strong><span style="color: #56225d;">reverse</span></strong>d, and reattached	<span style="color: #745a12;">non-disjunction</span>	the failure of sister chromatids to separate properly during cell division
MAT	<p>ec8a_7287</p> <p>Match each of the following alterations to <strong><span style="color: #008672;">chromosome</span></strong> structure with their corresponding descriptions.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<span style="color: #973562;">reciprocal translocation</span>	segments from two different <strong><span style="color: #008672;">chromosome</span></strong>s have been exchanged	<span style="color: #7838b1;">paracentric inversion</span>	two breaks and <strong><span style="color: #56225d;">reversal</span></strong> of the <strong><span style="color: #43861a;">genes</span></strong> occur on one arm of the <strong><span style="color: #008672;">chromosome</span></strong>	<span style="color: #066d5a;">non-disjunction</span>	the failure of homologous <strong><span style="color: #008672;">chromosome</span></strong>s to separate properly during cell division	<span style="color: #006980;">non-reciprocal translocation</span>	the one-way transfer of a chromosomal segment from one non-homologous <strong><span style="color: #008672;">chromosome</span></strong> to another	<span style="color: #745a12;">duplications</span>	portion of the <strong><span style="color: #008672;">chromosome</span></strong> has been copied, resulting in extra genetic material
MAT	<p>ec8a_a9c4</p> <p>Match each of the following alterations to <strong><span style="color: #008672;">chromosome</span></strong> structure with their corresponding descriptions.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<span style="color: #066d5a;">non-reciprocal translocation</span>	the transferring of a <strong><span style="color: #008672;">chromosome</span></strong> segment from one <strong><span style="color: #008672;">chromosome</span></strong> to another non-homologous <strong><span style="color: #008672;">chromosome</span></strong>	<span style="color: #993e0e;">deletion</span>	a part of a <strong><span style="color: #008672;">chromosome</span></strong> is left out during DNA replication	<span style="color: #006980;">pericentric inversion</span>	a pair of homologous <strong><span style="color: #008672;">chromosome</span></strong>s that both have duplicated <strong><span style="color: #43861a;">genes</span></strong> and missing <strong><span style="color: #43861a;">genes</span></strong>	<span style="color: #636205;">duplications</span>	portion of the <strong><span style="color: #008672;">chromosome</span></strong> has been copied, resulting in extra genetic material	<span style="color: #973562;">Robertsonian translocation</span>	fusion of two <strong><span style="color: #008672;">chromosome</span></strong>s that have short p arms
MAT	<p>ec8a_5be8</p> <p>Match each of the following alterations to <strong><span style="color: #008672;">chromosome</span></strong> structure with their corresponding descriptions.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<span style="color: #883b85;">Robertsonian translocation</span>	fusion of two <strong><span style="color: #008672;">chromosome</span></strong>s that have short p arms	<span style="color: #335ca5;">reciprocal translocation</span>	segments from two different <strong><span style="color: #008672;">chromosome</span></strong>s have been exchanged	<span style="color: #006b6e;">pericentric inversion</span>	a portion of a <strong><span style="color: #008672;">chromosome</span></strong> that includes both arms has broken off, turned upside down, and reattached	<span style="color: #874f00;">deletion</span>	when a <strong><span style="color: #008672;">chromosome</span></strong> breaks a part of it is lost	<span style="color: #636205;">non-reciprocal translocation</span>	a complete <strong><span style="color: #008672;">chromosome</span></strong> that also has a group of <strong><span style="color: #43861a;">genes</span></strong> from another <strong><span style="color: #008672;">chromosome</span></strong>
MAT	<p>ec8a_b1ca</p> <p>Match each of the following alterations to <strong><span style="color: #008672;">chromosome</span></strong> structure with their corresponding descriptions.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<span style="color: #1d6490;">reciprocal translocation</span>	the exchange of broken <strong><span style="color: #008672;">chromosome</span></strong> segments between two nonhomologous <strong><span style="color: #008672;">chromosome</span></strong>s	<span style="color: #534abf;">Robertsonian translocation</span>	fusion of two <strong><span style="color: #008672;">chromosome</span></strong>s that have short p arms	<span style="color: #11703c;">pericentric inversion</span>	a portion of a <strong><span style="color: #008672;">chromosome</span></strong> that includes both arms has broken off, turned upside down, and reattached	<span style="color: #745a12;">paracentric inversion</span>	the <strong><span style="color: #56225d;">reversal</span></strong> of the gene order within a <strong><span style="color: #008672;">chromosome</span></strong> that does<strong> <strong>NOT</strong> </strong>include the <strong><span style="color: #c1480a;">centromere</span></strong>	<span style="color: #a42b33;">deletion</span>	when a <strong><span style="color: #008672;">chromosome</span></strong> breaks a part of it is lost
