MC	<p>02c0</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>maltase&nbsp; 	Correct	B.<strong> </strong>GTP&nbsp; 	Incorrect	C.<strong> </strong>galactose&nbsp; 	Incorrect	D.<strong> </strong>collagen&nbsp; 	Incorrect	E.<strong> </strong>estrogen&nbsp; 	Incorrect
MC	<p>1bd1</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>AMP&nbsp; 	Incorrect	B.<strong> </strong>testosterone&nbsp; 	Incorrect	C.<strong> </strong>manganese ions (Mn<sup>2+</sup>)&nbsp; 	Incorrect	D.<strong> </strong>cellulose&nbsp; 	Incorrect	E.<strong> </strong>galactosidase&nbsp; 	Correct
MC	<p>1c75</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>triglyceride&nbsp; 	Incorrect	B.<strong> </strong>intermediate filaments&nbsp; 	Incorrect	C.<strong> </strong>FADH<sub>2</sub>&nbsp; 	Incorrect	D.<strong> </strong>manganese ions (Mn<sup>2+</sup>)&nbsp; 	Incorrect	E.<strong> </strong>acetylcholinesterase&nbsp; 	Correct
MC	<p>206b</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>lactate dehydrogenase&nbsp; 	Correct	B.<strong> </strong>ADP&nbsp; 	Incorrect	C.<strong> </strong>steroid&nbsp; 	Incorrect	D.<strong> </strong>maltose&nbsp; 	Incorrect	E.<strong> </strong>copper ions, Cu<sup>2+</sup>&nbsp; 	Incorrect
MC	<p>2164</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>phosphofructokinase&nbsp; 	Correct	B.<strong> </strong>water (H<sub>2</sub>O)&nbsp; 	Incorrect	C.<strong> </strong>calcium ions (Ca<sup>2+</sup>)&nbsp; 	Incorrect	D.<strong> </strong>fatty acids&nbsp; 	Incorrect	E.<strong> </strong>collagen&nbsp; 	Incorrect
MC	<p>2369</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>manganese ions (Mn<sup>2+</sup>)&nbsp; 	Incorrect	B.<strong> </strong>maltose&nbsp; 	Incorrect	C.<strong> </strong>adenylyl cyclase&nbsp; 	Correct	D.<strong> </strong>AMP&nbsp; 	Incorrect	E.<strong> </strong>triglyceride&nbsp; 	Incorrect
MC	<p>241e</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>pyruvate&nbsp; 	Incorrect	B.<strong> </strong>steroid&nbsp; 	Incorrect	C.<strong> </strong>testosterone&nbsp; 	Incorrect	D.<strong> </strong>fatty acids&nbsp; 	Incorrect	E.<strong> </strong>lactase&nbsp; 	Correct
MC	<p>2904</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>NADH&nbsp; 	Incorrect	B.<strong> </strong>microtubules&nbsp; 	Incorrect	C.<strong> </strong>carbon dioxide (CO<sub>2</sub>)&nbsp; 	Incorrect	D.<strong> </strong>sucrose&nbsp; 	Incorrect	E.<strong> </strong>hexokinase&nbsp; 	Correct
MC	<p>2f19</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>oxygen (O<sub>2</sub>)&nbsp; 	Incorrect	B.<strong> </strong>sucrase&nbsp; 	Correct	C.<strong> </strong>calcium ions (Ca<sup>2+</sup>)&nbsp; 	Incorrect	D.<strong> </strong>glucose&nbsp; 	Incorrect	E.<strong> </strong>estrogen&nbsp; 	Incorrect
MC	<p>2f39</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>fatty acids&nbsp; 	Incorrect	B.<strong> </strong>carbon dioxide (CO<sub>2</sub>)&nbsp; 	Incorrect	C.<strong> </strong>cellulose&nbsp; 	Incorrect	D.<strong> </strong>collagen&nbsp; 	Incorrect	E.<strong> </strong>galactosidase&nbsp; 	Correct
MC	<p>3385</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>oxygen (O<sub>2</sub>)&nbsp; 	Incorrect	B.<strong> </strong>ADP&nbsp; 	Incorrect	C.<strong> </strong>albumin&nbsp; 	Incorrect	D.<strong> </strong>NADPH&nbsp; 	Incorrect	E.<strong> </strong>adenylyl cyclase&nbsp; 	Correct
MC	<p>34d9</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>steroid&nbsp; 	Incorrect	B.<strong> </strong>fatty acids&nbsp; 	Incorrect	C.<strong> </strong>GTP&nbsp; 	Incorrect	D.<strong> </strong>&alpha;-amylase&nbsp; 	Correct	E.<strong> </strong>sodium ions (Na<sup>+</sup>)&nbsp; 	Incorrect
MC	<p>35ff</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>testosterone&nbsp; 	Incorrect	B.<strong> </strong>albumin&nbsp; 	Incorrect	C.<strong> </strong>NADPH&nbsp; 	Incorrect	D.<strong> </strong>triacylglycerol&nbsp; 	Incorrect	E.<strong> </strong>carbonic anhydrase&nbsp; 	Correct
MC	<p>36ad</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>iron ions, Fe<sup>+2</sup>/Fe<sup>+3</sup>&nbsp; 	Incorrect	B.<strong> </strong>DNA polymerase&nbsp; 	Correct	C.<strong> </strong>steroid&nbsp; 	Incorrect	D.<strong> </strong>cholesterol&nbsp; 	Incorrect	E.<strong> </strong>albumin&nbsp; 	Incorrect
MC	<p>39c5</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>oxygen (O<sub>2</sub>)&nbsp; 	Incorrect	B.<strong> </strong>cholesterol&nbsp; 	Incorrect	C.<strong> </strong>DNA polymerase&nbsp; 	Correct	D.<strong> </strong>chloride ions, Cl<sup>-</sup>&nbsp; 	Incorrect	E.<strong> </strong>glucose&nbsp; 	Incorrect
MC	<p>3a9d</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>catalase&nbsp; 	Correct	B.<strong> </strong>FADH<sub>2</sub>&nbsp; 	Incorrect	C.<strong> </strong>actin filaments&nbsp; 	Incorrect	D.<strong> </strong>GMP&nbsp; 	Incorrect	E.<strong> </strong>phospholipid&nbsp; 	Incorrect
MC	<p>4106</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>lactose&nbsp; 	Incorrect	B.<strong> </strong>albumin&nbsp; 	Incorrect	C.<strong> </strong>chloride ions, Cl<sup>-</sup>&nbsp; 	Incorrect	D.<strong> </strong>acetylcholinesterase&nbsp; 	Correct	E.<strong> </strong>NADH&nbsp; 	Incorrect
MC	<p>479c</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>FADH<sub>2</sub>&nbsp; 	Incorrect	B.<strong> </strong>carbonic anhydrase&nbsp; 	Correct	C.<strong> </strong>magnesium ions (Mg<sup>2+</sup>)&nbsp; 	Incorrect	D.<strong> </strong>testosterone&nbsp; 	Incorrect	E.<strong> </strong>microtubules&nbsp; 	Incorrect
MC	<p>4ac2</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>sucrase&nbsp; 	Correct	B.<strong> </strong>oxygen (O<sub>2</sub>)&nbsp; 	Incorrect	C.<strong> </strong>steroid&nbsp; 	Incorrect	D.<strong> </strong>collagen&nbsp; 	Incorrect	E.<strong> </strong>phospholipid&nbsp; 	Incorrect
MC	<p>4cf0</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>cholesterol&nbsp; 	Incorrect	B.<strong> </strong>glucose&nbsp; 	Incorrect	C.<strong> </strong>GMP&nbsp; 	Incorrect	D.<strong> </strong>water (H<sub>2</sub>O)&nbsp; 	Incorrect	E.<strong> </strong>hexokinase&nbsp; 	Correct
MC	<p>4f2b</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>carbon dioxide (CO<sub>2</sub>)&nbsp; 	Incorrect	B.<strong> </strong>fatty acids&nbsp; 	Incorrect	C.<strong> </strong>phosphofructokinase&nbsp; 	Correct	D.<strong> </strong>estrogen&nbsp; 	Incorrect	E.<strong> </strong>GDP&nbsp; 	Incorrect
MC	<p>4fb6</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>intermediate filaments&nbsp; 	Incorrect	B.<strong> </strong>zinc ions, Zn<sup>2+</sup>&nbsp; 	Incorrect	C.<strong> </strong>maltase&nbsp; 	Correct	D.<strong> </strong>testosterone&nbsp; 	Incorrect	E.<strong> </strong>carbon dioxide (CO<sub>2</sub>)&nbsp; 	Incorrect
MC	<p>51fb</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>carbon dioxide (CO<sub>2</sub>)&nbsp; 	Incorrect	B.<strong> </strong>steroid&nbsp; 	Incorrect	C.<strong> </strong>estrogen&nbsp; 	Incorrect	D.<strong> </strong>copper ions, Cu<sup>2+</sup>&nbsp; 	Incorrect	E.<strong> </strong>lactase&nbsp; 	Correct
MC	<p>54ef</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>calcium ions (Ca<sup>2+</sup>)&nbsp; 	Incorrect	B.<strong> </strong>intermediate filaments&nbsp; 	Incorrect	C.<strong> </strong>estrogen&nbsp; 	Incorrect	D.<strong> </strong>DNA polymerase&nbsp; 	Correct	E.<strong> </strong>ADP&nbsp; 	Incorrect
MC	<p>5657</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>zinc ions, Zn<sup>2+</sup>&nbsp; 	Incorrect	B.<strong> </strong>estrogen&nbsp; 	Incorrect	C.<strong> </strong>steroid&nbsp; 	Incorrect	D.<strong> </strong>lactate dehydrogenase&nbsp; 	Correct	E.<strong> </strong>triacylglycerol&nbsp; 	Incorrect
MC	<p>5c50</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>coenzyme Q&nbsp; 	Incorrect	B.<strong> </strong>testosterone&nbsp; 	Incorrect	C.<strong> </strong>lactate dehydrogenase&nbsp; 	Correct	D.<strong> </strong>steroid&nbsp; 	Incorrect	E.<strong> </strong>intermediate filaments&nbsp; 	Incorrect
MC	<p>5d3a</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>carbonic anhydrase&nbsp; 	Correct	B.<strong> </strong>glucose&nbsp; 	Incorrect	C.<strong> </strong>estrogen&nbsp; 	Incorrect	D.<strong> </strong>AMP&nbsp; 	Incorrect	E.<strong> </strong>coenzyme A&nbsp; 	Incorrect
MC	<p>6281</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>chloride ions, Cl<sup>-</sup>&nbsp; 	Incorrect	B.<strong> </strong>water (H<sub>2</sub>O)&nbsp; 	Incorrect	C.<strong> </strong>albumin&nbsp; 	Incorrect	D.<strong> </strong>DNA polymerase&nbsp; 	Correct	E.<strong> </strong>estrogen&nbsp; 	Incorrect
MC	<p>6400</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>galactosidase&nbsp; 	Correct	B.<strong> </strong>water (H<sub>2</sub>O)&nbsp; 	Incorrect	C.<strong> </strong>intermediate filaments&nbsp; 	Incorrect	D.<strong> </strong>NADH&nbsp; 	Incorrect	E.<strong> </strong>cellulose&nbsp; 	Incorrect
MC	<p>6923</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>amylopectin&nbsp; 	Incorrect	B.<strong> </strong>GTP&nbsp; 	Incorrect	C.<strong> </strong>lactate dehydrogenase&nbsp; 	Correct	D.<strong> </strong>collagen&nbsp; 	Incorrect	E.<strong> </strong>cholesterol&nbsp; 	Incorrect
MC	<p>734f</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>cholesterol&nbsp; 	Incorrect	B.<strong> </strong>acetylcholinesterase&nbsp; 	Correct	C.<strong> </strong>GTP&nbsp; 	Incorrect	D.<strong> </strong>carbon dioxide (CO<sub>2</sub>)&nbsp; 	Incorrect	E.<strong> </strong>microtubules&nbsp; 	Incorrect
MC	<p>77fc</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>manganese ions (Mn<sup>2+</sup>)&nbsp; 	Incorrect	B.<strong> </strong>oxygen (O<sub>2</sub>)&nbsp; 	Incorrect	C.<strong> </strong>ATP&nbsp; 	Incorrect	D.<strong> </strong>sucrase&nbsp; 	Correct	E.<strong> </strong>glycogen&nbsp; 	Incorrect
MC	<p>7a97</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>steroid&nbsp; 	Incorrect	B.<strong> </strong>glycogen&nbsp; 	Incorrect	C.<strong> </strong>sucrase&nbsp; 	Correct	D.<strong> </strong>triglyceride&nbsp; 	Incorrect	E.<strong> </strong>testosterone&nbsp; 	Incorrect
MC	<p>7b34</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>water (H<sub>2</sub>O)&nbsp; 	Incorrect	B.<strong> </strong>zinc ions, Zn<sup>2+</sup>&nbsp; 	Incorrect	C.<strong> </strong>&alpha;-amylase&nbsp; 	Correct	D.<strong> </strong>steroid&nbsp; 	Incorrect	E.<strong> </strong>actin filaments&nbsp; 	Incorrect
MC	<p>7c54</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>glyceraldehyde-3-phosphate dehydrogenase (GAPDH)&nbsp; 	Correct	B.<strong> </strong>testosterone&nbsp; 	Incorrect	C.<strong> </strong>collagen&nbsp; 	Incorrect	D.<strong> </strong>copper ions, Cu<sup>2+</sup>&nbsp; 	Incorrect	E.<strong> </strong>FADH<sub>2</sub>&nbsp; 	Incorrect
MC	<p>8430</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>carbon dioxide (CO<sub>2</sub>)&nbsp; 	Incorrect	B.<strong> </strong>steroid&nbsp; 	Incorrect	C.<strong> </strong>acetylcholinesterase&nbsp; 	Correct	D.<strong> </strong>cholesterol&nbsp; 	Incorrect	E.<strong> </strong>coenzyme Q&nbsp; 	Incorrect
MC	<p>85a9</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>lactose&nbsp; 	Incorrect	B.<strong> </strong>intermediate filaments&nbsp; 	Incorrect	C.<strong> </strong>GDP&nbsp; 	Incorrect	D.<strong> </strong>&alpha;-amylase&nbsp; 	Correct	E.<strong> </strong>cholesterol&nbsp; 	Incorrect
MC	<p>85ec</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>pyruvate&nbsp; 	Incorrect	B.<strong> </strong>manganese ions (Mn<sup>2+</sup>)&nbsp; 	Incorrect	C.<strong> </strong>steroid&nbsp; 	Incorrect	D.<strong> </strong>carbon dioxide (CO<sub>2</sub>)&nbsp; 	Incorrect	E.<strong> </strong>glyceraldehyde-3-phosphate dehydrogenase (GAPDH)&nbsp; 	Correct
MC	<p>887c</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>phosphofructokinase&nbsp; 	Correct	B.<strong> </strong>estrogen&nbsp; 	Incorrect	C.<strong> </strong>coenzyme Q&nbsp; 	Incorrect	D.<strong> </strong>sodium ions (Na<sup>+</sup>)&nbsp; 	Incorrect	E.<strong> </strong>triglyceride&nbsp; 	Incorrect
MC	<p>90ce</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>phosphofructokinase&nbsp; 	Correct	B.<strong> </strong>fatty acids&nbsp; 	Incorrect	C.<strong> </strong>coenzyme A&nbsp; 	Incorrect	D.<strong> </strong>collagen&nbsp; 	Incorrect	E.<strong> </strong>amylopectin&nbsp; 	Incorrect
MC	<p>9744</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>oxygen (O<sub>2</sub>)&nbsp; 	Incorrect	B.<strong> </strong>fatty acids&nbsp; 	Incorrect	C.<strong> </strong>sucrose&nbsp; 	Incorrect	D.<strong> </strong>steroid&nbsp; 	Incorrect	E.<strong> </strong>pyruvate decarboxylase&nbsp; 	Correct
MC	<p>99cf</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>galactose&nbsp; 	Incorrect	B.<strong> </strong>GMP&nbsp; 	Incorrect	C.<strong> </strong>microtubules&nbsp; 	Incorrect	D.<strong> </strong>adenylyl cyclase&nbsp; 	Correct	E.<strong> </strong>coenzyme A&nbsp; 	Incorrect
MC	<p>9e42</p> <p>Enzymes are biological catalysts that speed up chemical reactions in living organisms.</p><p>Which one of the following choices is most likely an enzyme?<br/><i>Hint: enzymes often have a distinct naming pattern that can help identify them.</i></p>	A.<strong> </strong>hexokinase&nbsp; 	Correct	B.<strong> </strong>lactose&nbsp; 	Incorrect	C.<strong> </strong>steroid&nbsp; 	Incorrect	D.<strong> </strong>carbon dioxide (CO<sub>2</sub>)&nbsp; 	Incorrect	E.<strong> </strong>triglyceride&nbsp; 	Incorrect
