MAT	<p>ccf9_ac71</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #b74300;">lipids</span></strong>	stearic acid &ndash; a fatty acid with 18 carbons	<strong><span style="color: #007a00;">proteins</span></strong>	threonine	<strong><span style="color: #003fff;">carbohydrates</span></strong>	sorbose	<strong><span style="color: #c80085;">nucleic acids</span></strong>	thymine
MAT	<p>ccf9_28bb</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #007a00;">proteins</span></strong>	serine	<strong><span style="color: #c80085;">nucleic acids</span></strong>	uridine	<strong><span style="color: #003fff;">carbohydrates</span></strong>	chitin	<strong><span style="color: #b74300;">lipids</span></strong>	fatty acids
MAT	<p>ccf9_bd93</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #b74300;">lipids</span></strong>	fatty acids	<strong><span style="color: #007a00;">proteins</span></strong>	tryptophan	<strong><span style="color: #c80085;">nucleic acids</span></strong>	guanine	<strong><span style="color: #003fff;">carbohydrates</span></strong>	maltodextrin
MAT	<p>ccf9_c3f9</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #c80085;">nucleic acids</span></strong>	uridine	<strong><span style="color: #003fff;">carbohydrates</span></strong>	xanthan gum &ndash; polysaccharide used as a thickening agent in food	<strong><span style="color: #b74300;">lipids</span></strong>	steroids	<strong><span style="color: #007a00;">proteins</span></strong>	glycine
MAT	<p>ccf9_91b7</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #007a00;">proteins</span></strong>	aspartate	<strong><span style="color: #b74300;">lipids</span></strong>	sphingosine	<strong><span style="color: #003fff;">carbohydrates</span></strong>	chitin	<strong><span style="color: #c80085;">nucleic acids</span></strong>	adenine
MAT	<p>ccf9_0d59</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #b74300;">lipids</span></strong>	lauric acid &ndash; a fatty acid with 12 carbons	<strong><span style="color: #c80085;">nucleic acids</span></strong>	guanine	<strong><span style="color: #007a00;">proteins</span></strong>	lactalbumin &ndash; whey polypeptides found in milk	<strong><span style="color: #003fff;">carbohydrates</span></strong>	dietary fiber
MAT	<p>ccf9_a1f2</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #007a00;">proteins</span></strong>	aspartate	<strong><span style="color: #003fff;">carbohydrates</span></strong>	amylopectin starch	<strong><span style="color: #b74300;">lipids</span></strong>	caprylic acid &ndash; a fatty acid with 8 carbons	<strong><span style="color: #c80085;">nucleic acids</span></strong>	uracil
MAT	<p>ccf9_f196</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #003fff;">carbohydrates</span></strong>	talose	<strong><span style="color: #b74300;">lipids</span></strong>	vegetable oil	<strong><span style="color: #c80085;">nucleic acids</span></strong>	nucleotides	<strong><span style="color: #007a00;">proteins</span></strong>	amino acids
MAT	<p>ccf9_8199</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #007a00;">proteins</span></strong>	enzymes	<strong><span style="color: #c80085;">nucleic acids</span></strong>	guanosine triphosphate	<strong><span style="color: #003fff;">carbohydrates</span></strong>	maltodextrin	<strong><span style="color: #b74300;">lipids</span></strong>	lauric acid &ndash; a fatty acid with 12 carbons
MAT	<p>ccf9_18aa</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #b74300;">lipids</span></strong>	butyric acid &ndash; a fatty acid with 4 carbons	<strong><span style="color: #c80085;">nucleic acids</span></strong>	polynucleotides	<strong><span style="color: #003fff;">carbohydrates</span></strong>	xylose	<strong><span style="color: #007a00;">proteins</span></strong>	phenylalanine
MAT	<p>ccf9_f7ee</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #b74300;">lipids</span></strong>	butyric acid &ndash; a fatty acid with 4 carbons	<strong><span style="color: #c80085;">nucleic acids</span></strong>	adenosine triphosphate	<strong><span style="color: #003fff;">carbohydrates</span></strong>	amylose starch	<strong><span style="color: #007a00;">proteins</span></strong>	serum albumin &ndash; family of water-soluble polypeptides found in blood plasma
MAT	<p>ccf9_f400</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #b74300;">lipids</span></strong>	sphingosine	<strong><span style="color: #007a00;">proteins</span></strong>	polypeptides	<strong><span style="color: #c80085;">nucleic acids</span></strong>	ribonucleic acid	<strong><span style="color: #003fff;">carbohydrates</span></strong>	dietary fiber
MAT	<p>ccf9_5491</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #b74300;">lipids</span></strong>	cholesterol	<strong><span style="color: #003fff;">carbohydrates</span></strong>	amylose starch	<strong><span style="color: #c80085;">nucleic acids</span></strong>	GTP	<strong><span style="color: #007a00;">proteins</span></strong>	phenylalanine
MAT	<p>ccf9_670a</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #003fff;">carbohydrates</span></strong>	starch	<strong><span style="color: #c80085;">nucleic acids</span></strong>	cytosine	<strong><span style="color: #b74300;">lipids</span></strong>	capric acid &ndash; a fatty acid with 10 carbons	<strong><span style="color: #007a00;">proteins</span></strong>	serine
MAT	<p>ccf9_952f</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #c80085;">nucleic acids</span></strong>	ATP	<strong><span style="color: #b74300;">lipids</span></strong>	butyric acid &ndash; a fatty acid with 4 carbons	<strong><span style="color: #007a00;">proteins</span></strong>	alanine	<strong><span style="color: #003fff;">carbohydrates</span></strong>	altrose
MAT	<p>ccf9_2da1</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #007a00;">proteins</span></strong>	aspartate	<strong><span style="color: #b74300;">lipids</span></strong>	caproic acid &ndash; a fatty acid with 6 carbons	<strong><span style="color: #c80085;">nucleic acids</span></strong>	adenine	<strong><span style="color: #003fff;">carbohydrates</span></strong>	chitin
MAT	<p>ccf9_8f94</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #007a00;">proteins</span></strong>	antibodies &ndash; Y-shaped 150 kDa polypeptides used by the immune system	<strong><span style="color: #c80085;">nucleic acids</span></strong>	cytidine	<strong><span style="color: #003fff;">carbohydrates</span></strong>	maltodextrin	<strong><span style="color: #b74300;">lipids</span></strong>	fatty acids
MAT	<p>ccf9_5dbb</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #c80085;">nucleic acids</span></strong>	thymine	<strong><span style="color: #007a00;">proteins</span></strong>	histidine	<strong><span style="color: #b74300;">lipids</span></strong>	vegetable oil	<strong><span style="color: #003fff;">carbohydrates</span></strong>	maltose
MAT	<p>ccf9_f1a4</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #c80085;">nucleic acids</span></strong>	uracil	<strong><span style="color: #b74300;">lipids</span></strong>	triglycerides	<strong><span style="color: #007a00;">proteins</span></strong>	glutamic acid	<strong><span style="color: #003fff;">carbohydrates</span></strong>	chitin
MAT	<p>ccf9_5673</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #b74300;">lipids</span></strong>	lauric acid &ndash; a fatty acid with 12 carbons	<strong><span style="color: #007a00;">proteins</span></strong>	proline	<strong><span style="color: #003fff;">carbohydrates</span></strong>	tagatose	<strong><span style="color: #c80085;">nucleic acids</span></strong>	cytosine
MAT	<p>ccf9_6e14</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #003fff;">carbohydrates</span></strong>	mannose	<strong><span style="color: #007a00;">proteins</span></strong>	tyrosine	<strong><span style="color: #c80085;">nucleic acids</span></strong>	guanine	<strong><span style="color: #b74300;">lipids</span></strong>	palmitic acid &ndash; a fatty acid with 16 carbons
MAT	<p>ccf9_6922</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #003fff;">carbohydrates</span></strong>	sugar	<strong><span style="color: #c80085;">nucleic acids</span></strong>	guanosine triphosphate	<strong><span style="color: #b74300;">lipids</span></strong>	vegetable oil	<strong><span style="color: #007a00;">proteins</span></strong>	glycine
MAT	<p>ccf9_053b</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #007a00;">proteins</span></strong>	lysine	<strong><span style="color: #c80085;">nucleic acids</span></strong>	guanine	<strong><span style="color: #b74300;">lipids</span></strong>	monoglycerides	<strong><span style="color: #003fff;">carbohydrates</span></strong>	furanose
MAT	<p>ccf9_2070</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #003fff;">carbohydrates</span></strong>	erythrulose	<strong><span style="color: #c80085;">nucleic acids</span></strong>	adenosine	<strong><span style="color: #b74300;">lipids</span></strong>	capric acid &ndash; a fatty acid with 10 carbons	<strong><span style="color: #007a00;">proteins</span></strong>	serine
MAT	<p>ccf9_06db</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #007a00;">proteins</span></strong>	amino acids	<strong><span style="color: #c80085;">nucleic acids</span></strong>	DNA	<strong><span style="color: #003fff;">carbohydrates</span></strong>	mannose	<strong><span style="color: #b74300;">lipids</span></strong>	beeswax
MAT	<p>ccf9_6854</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #b74300;">lipids</span></strong>	capric acid &ndash; a fatty acid with 10 carbons	<strong><span style="color: #007a00;">proteins</span></strong>	antibodies &ndash; Y-shaped 150 kDa polypeptides used by the immune system	<strong><span style="color: #003fff;">carbohydrates</span></strong>	arabinose	<strong><span style="color: #c80085;">nucleic acids</span></strong>	adenine
MAT	<p>ccf9_db27</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #b74300;">lipids</span></strong>	caproic acid &ndash; a fatty acid with 6 carbons	<strong><span style="color: #003fff;">carbohydrates</span></strong>	fructose	<strong><span style="color: #c80085;">nucleic acids</span></strong>	thymidine	<strong><span style="color: #007a00;">proteins</span></strong>	threonine
MAT	<p>ccf9_d07c</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #b74300;">lipids</span></strong>	sphingosine	<strong><span style="color: #003fff;">carbohydrates</span></strong>	erythrulose	<strong><span style="color: #007a00;">proteins</span></strong>	arginine	<strong><span style="color: #c80085;">nucleic acids</span></strong>	ribonucleic acid
MAT	<p>ccf9_1ba4</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #003fff;">carbohydrates</span></strong>	cellulose	<strong><span style="color: #007a00;">proteins</span></strong>	cysteine	<strong><span style="color: #c80085;">nucleic acids</span></strong>	GTP	<strong><span style="color: #b74300;">lipids</span></strong>	lanolin or wool wax &ndash; secreted by the sebaceous glands of sheep
MAT	<p>ccf9_dc9a</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #b74300;">lipids</span></strong>	beeswax	<strong><span style="color: #003fff;">carbohydrates</span></strong>	altrose	<strong><span style="color: #c80085;">nucleic acids</span></strong>	guanine	<strong><span style="color: #007a00;">proteins</span></strong>	serine
MAT	<p>ccf9_a932</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #b74300;">lipids</span></strong>	castor oil &ndash; oil pressed from castor beans	<strong><span style="color: #007a00;">proteins</span></strong>	lactalbumin &ndash; whey polypeptides found in milk	<strong><span style="color: #c80085;">nucleic acids</span></strong>	cytidine	<strong><span style="color: #003fff;">carbohydrates</span></strong>	glucose
MAT	<p>ccf9_78ae</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #003fff;">carbohydrates</span></strong>	sucrose	<strong><span style="color: #b74300;">lipids</span></strong>	fatty acids	<strong><span style="color: #c80085;">nucleic acids</span></strong>	uracil	<strong><span style="color: #007a00;">proteins</span></strong>	aspartate
MAT	<p>ccf9_f89e</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #007a00;">proteins</span></strong>	asparagine	<strong><span style="color: #003fff;">carbohydrates</span></strong>	lyxose	<strong><span style="color: #c80085;">nucleic acids</span></strong>	cytidine	<strong><span style="color: #b74300;">lipids</span></strong>	castor oil &ndash; oil pressed from castor beans
MAT	<p>ccf9_49eb</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #b74300;">lipids</span></strong>	sphingo<strong><span style="color: #b74300;">lipids</span></strong>	<strong><span style="color: #c80085;">nucleic acids</span></strong>	RNA	<strong><span style="color: #007a00;">proteins</span></strong>	lactalbumin &ndash; whey polypeptides found in milk	<strong><span style="color: #003fff;">carbohydrates</span></strong>	monosaccharides
MAT	<p>ccf9_3f07</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #003fff;">carbohydrates</span></strong>	lactose	<strong><span style="color: #c80085;">nucleic acids</span></strong>	cytosine	<strong><span style="color: #007a00;">proteins</span></strong>	polypeptides	<strong><span style="color: #b74300;">lipids</span></strong>	caproic acid &ndash; a fatty acid with 6 carbons
MAT	<p>ccf9_3493</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #b74300;">lipids</span></strong>	monoglycerides	<strong><span style="color: #c80085;">nucleic acids</span></strong>	uracil	<strong><span style="color: #007a00;">proteins</span></strong>	aspartate	<strong><span style="color: #003fff;">carbohydrates</span></strong>	glucose
MAT	<p>ccf9_2eb7</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #b74300;">lipids</span></strong>	fatty acids	<strong><span style="color: #c80085;">nucleic acids</span></strong>	thymine	<strong><span style="color: #007a00;">proteins</span></strong>	leucine	<strong><span style="color: #003fff;">carbohydrates</span></strong>	trehalose
MAT	<p>ccf9_20db</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #003fff;">carbohydrates</span></strong>	cellulose	<strong><span style="color: #c80085;">nucleic acids</span></strong>	adenine	<strong><span style="color: #007a00;">proteins</span></strong>	tryptophan	<strong><span style="color: #b74300;">lipids</span></strong>	capric acid &ndash; a fatty acid with 10 carbons
MAT	<p>ccf9_48fd</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #c80085;">nucleic acids</span></strong>	ribonucleic acid	<strong><span style="color: #b74300;">lipids</span></strong>	lanolin or wool wax &ndash; secreted by the sebaceous glands of sheep	<strong><span style="color: #003fff;">carbohydrates</span></strong>	sucrose	<strong><span style="color: #007a00;">proteins</span></strong>	asparagine
MAT	<p>ccf9_ef3e</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #003fff;">carbohydrates</span></strong>	aldose	<strong><span style="color: #b74300;">lipids</span></strong>	spermaceti wax &ndash; found in the head cavities of sperm whales	<strong><span style="color: #c80085;">nucleic acids</span></strong>	deoxyribonucleic acid	<strong><span style="color: #007a00;">proteins</span></strong>	threonine
MAT	<p>ccf9_932b</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #b74300;">lipids</span></strong>	palmitic acid &ndash; a fatty acid with 16 carbons	<strong><span style="color: #c80085;">nucleic acids</span></strong>	ribonucleic acid	<strong><span style="color: #007a00;">proteins</span></strong>	glutamic acid	<strong><span style="color: #003fff;">carbohydrates</span></strong>	psicose
MAT	<p>ccf9_3ff8</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #c80085;">nucleic acids</span></strong>	thymine	<strong><span style="color: #b74300;">lipids</span></strong>	shellac wax &ndash; secreted by the female lac bug	<strong><span style="color: #003fff;">carbohydrates</span></strong>	maltodextrin	<strong><span style="color: #007a00;">proteins</span></strong>	leucine
MAT	<p>ccf9_7c38</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #b74300;">lipids</span></strong>	palmitic acid &ndash; a fatty acid with 16 carbons	<strong><span style="color: #c80085;">nucleic acids</span></strong>	polynucleotides	<strong><span style="color: #007a00;">proteins</span></strong>	tyrosine	<strong><span style="color: #003fff;">carbohydrates</span></strong>	glucose
MAT	<p>ccf9_38ef</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #b74300;">lipids</span></strong>	spermaceti wax &ndash; found in the head cavities of sperm whales	<strong><span style="color: #003fff;">carbohydrates</span></strong>	oligosaccharides	<strong><span style="color: #c80085;">nucleic acids</span></strong>	guanine	<strong><span style="color: #007a00;">proteins</span></strong>	insulin
MAT	<p>ccf9_83ec</p> <p>Match each of the following types of macromolecules with their corresponding macromolecules.</p><p><i>Note:</i> Each choice will be used exactly once.</p>	<strong><span style="color: #c80085;">nucleic acids</span></strong>	guanine	<strong><span style="color: #007a00;">proteins</span></strong>	aspartic acid	<strong><span style="color: #b74300;">lipids</span></strong>	caprylic acid &ndash; a fatty acid with 8 carbons	<strong><span style="color: #003fff;">carbohydrates</span></strong>	talose
