MC	<p>d44c_301c</p> <p><strong>Pyrophosphoric acid</strong> and its conjugate base, pyrophosphate, is abbreviated PP<sub>i</sub> and is formed by cells from the hydrolysis of ATP into AMP.</p> <p>Pyrophosphoric acid is tetraprotic with pK<sub>a</sub> values of <strong>0.91</strong>, <strong>2.10</strong>, <strong>6.70</strong>, and <strong>9.32</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Pyrophosphoric acid?</p>	pH <span style="color: #271c1c">6.3</span>	Incorrect	pH <span style="color: #1c1c24">7.5</span>	Incorrect	pH <span style="color: #1c1c2e">8.1</span>	Correct	pH <span style="color: #1c1c3d">9.0</span>	Incorrect	pH <span style="color: #1c1c44">9.4</span>	Incorrect
MC	<p>b419_ac05</p> <p><strong>Arsenic acid</strong> and its conjugate base, arsenate, is extremely toxic, corrosive, and carcinogenic; it serves as a precursor to a variety of pesticides.</p> <p>Arsenic acid is triprotic with pK<sub>a</sub> values of <strong>2.19</strong>, <strong>6.94</strong>, and <strong>11.50</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Arsenic acid?</p>	pH <span style="color: #5c1c1c">3.1</span>	Incorrect	pH <span style="color: #241c1c">6.5</span>	Incorrect	pH <span style="color: #1c1c3e">9.1</span>	Correct	pH <span style="color: #1c1c61">11.2</span>	Incorrect	pH <span style="color: #1c1c67">11.5</span>	Incorrect
MC	<p>a994_9e08</p> <p><strong>Citric acid</strong> and its conjugate base, citrate, is an intermediate in the citric acid cycle.</p> <p>Citric acid is triprotic with pK<sub>a</sub> values of <strong>3.13</strong>, <strong>4.76</strong>, and <strong>6.39</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Citric acid?</p>	pH <span style="color: #6a1c1c">2.3</span>	Incorrect	pH <span style="color: #541c1c">3.6</span>	Incorrect	pH <span style="color: #391c1c">5.2</span>	Incorrect	pH <span style="color: #1c1c1c">7.0</span>	Incorrect	pH <span style="color: #1c1c3d">9.0</span>	Correct
MC	<p>a994_6e2b</p> <p><strong>Citric acid</strong> and its conjugate base, citrate, is an intermediate in the citric acid cycle.</p> <p>Citric acid is triprotic with pK<sub>a</sub> values of <strong>3.13</strong>, <strong>4.76</strong>, and <strong>6.39</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Citric acid?</p>	pH <span style="color: #5c1c1c">3.1</span>	Incorrect	pH <span style="color: #4c1c1c">4.1</span>	Incorrect	pH <span style="color: #3d1c1c">5.0</span>	Incorrect	pH <span style="color: #2b1c1c">6.1</span>	Incorrect	pH <span style="color: #1c1c5e">11.0</span>	Correct
MC	<p>d44c_eb2e</p> <p><strong>Pyrophosphoric acid</strong> and its conjugate base, pyrophosphate, is abbreviated PP<sub>i</sub> and is formed by cells from the hydrolysis of ATP into AMP.</p> <p>Pyrophosphoric acid is tetraprotic with pK<sub>a</sub> values of <strong>0.91</strong>, <strong>2.10</strong>, <strong>6.70</strong>, and <strong>9.32</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Pyrophosphoric acid?</p>	pH <span style="color: #881c1c">0.5</span>	Incorrect	pH <span style="color: #2c1c1c">6.0</span>	Incorrect	pH <span style="color: #1c1c1f">7.2</span>	Incorrect	pH <span style="color: #1c1c4f">10.1</span>	Incorrect	pH <span style="color: #1c1c63">11.3</span>	Correct
MC	<p>a994_be61</p> <p><strong>Citric acid</strong> and its conjugate base, citrate, is an intermediate in the citric acid cycle.</p> <p>Citric acid is triprotic with pK<sub>a</sub> values of <strong>3.13</strong>, <strong>4.76</strong>, and <strong>6.39</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Citric acid?</p>	pH <span style="color: #6c1c1c">2.2</span>	Incorrect	pH <span style="color: #4e1c1c">4.0</span>	Incorrect	pH <span style="color: #3f1c1c">4.9</span>	Incorrect	pH <span style="color: #1c1c1c">7.0</span>	Incorrect	pH <span style="color: #1c1c2b">7.9</span>	Correct
MC	<p>d44c_64d5</p> <p><strong>Pyrophosphoric acid</strong> and its conjugate base, pyrophosphate, is abbreviated PP<sub>i</sub> and is formed by cells from the hydrolysis of ATP into AMP.</p> <p>Pyrophosphoric acid is tetraprotic with pK<sub>a</sub> values of <strong>0.91</strong>, <strong>2.10</strong>, <strong>6.70</strong>, and <strong>9.32</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Pyrophosphoric acid?</p>	pH <span style="color: #8d1c1c">0.2</span>	Incorrect	pH <span style="color: #7e1c1c">1.1</span>	Incorrect	pH <span style="color: #5e1c1c">3.0</span>	Incorrect	pH <span style="color: #381c1c">5.3</span>	Correct	pH <span style="color: #1c1c1c">7.0</span>	Incorrect
MC	<p>36dd_5f3c</p> <p><strong>Phosphoric acid</strong> and its conjugate base, phosphate, is abbreviated P<sub>i</sub> and is formed by cells from the hydrolysis of ATP into ADP.</p> <p>Phosphoric acid is triprotic with pK<sub>a</sub> values of <strong>2.16</strong>, <strong>7.21</strong>, and <strong>12.32</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Phosphoric acid?</p>	pH <span style="color: #7b1c1c">1.3</span>	Incorrect	pH <span style="color: #301c1c">5.8</span>	Correct	pH <span style="color: #1c1c2c">8.0</span>	Incorrect	pH <span style="color: #1c1c6d">11.9</span>	Incorrect	pH <span style="color: #1c1c7c">12.8</span>	Incorrect
MC	<p>a994_a335</p> <p><strong>Citric acid</strong> and its conjugate base, citrate, is an intermediate in the citric acid cycle.</p> <p>Citric acid is triprotic with pK<sub>a</sub> values of <strong>3.13</strong>, <strong>4.76</strong>, and <strong>6.39</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Citric acid?</p>	pH <span style="color: #5e1c1c">3.0</span>	Incorrect	pH <span style="color: #4f1c1c">3.9</span>	Incorrect	pH <span style="color: #311c1c">5.7</span>	Incorrect	pH <span style="color: #1c1c1f">7.2</span>	Incorrect	pH <span style="color: #1c1c56">10.5</span>	Correct
MC	<p>36dd_10dc</p> <p><strong>Phosphoric acid</strong> and its conjugate base, phosphate, is abbreviated P<sub>i</sub> and is formed by cells from the hydrolysis of ATP into ADP.</p> <p>Phosphoric acid is triprotic with pK<sub>a</sub> values of <strong>2.16</strong>, <strong>7.21</strong>, and <strong>12.32</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Phosphoric acid?</p>	pH <span style="color: #791c1c">1.4</span>	Incorrect	pH <span style="color: #1f1c1c">6.8</span>	Incorrect	pH <span style="color: #1c1c2c">8.0</span>	Incorrect	pH <span style="color: #1c1c36">8.6</span>	Correct	pH <span style="color: #1c1c7a">12.7</span>	Incorrect
MC	<p>36dd_99ec</p> <p><strong>Phosphoric acid</strong> and its conjugate base, phosphate, is abbreviated P<sub>i</sub> and is formed by cells from the hydrolysis of ATP into ADP.</p> <p>Phosphoric acid is triprotic with pK<sub>a</sub> values of <strong>2.16</strong>, <strong>7.21</strong>, and <strong>12.32</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Phosphoric acid?</p>	pH <span style="color: #671c1c">2.5</span>	Incorrect	pH <span style="color: #1c1c2c">8.0</span>	Incorrect	pH <span style="color: #1c1c4f">10.1</span>	Correct	pH <span style="color: #1c1c71">12.1</span>	Incorrect	pH <span style="color: #1c1c85">13.3</span>	Incorrect
MC	<p>36dd_56f9</p> <p><strong>Phosphoric acid</strong> and its conjugate base, phosphate, is abbreviated P<sub>i</sub> and is formed by cells from the hydrolysis of ATP into ADP.</p> <p>Phosphoric acid is triprotic with pK<sub>a</sub> values of <strong>2.16</strong>, <strong>7.21</strong>, and <strong>12.32</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Phosphoric acid?</p>	pH <span style="color: #741c1c">1.7</span>	Incorrect	pH <span style="color: #1c1c1d">7.1</span>	Incorrect	pH <span style="color: #1c1c2f">8.2</span>	Incorrect	pH <span style="color: #1c1c3e">9.1</span>	Correct	pH <span style="color: #1c1c7a">12.7</span>	Incorrect
MC	<p>d44c_be88</p> <p><strong>Pyrophosphoric acid</strong> and its conjugate base, pyrophosphate, is abbreviated PP<sub>i</sub> and is formed by cells from the hydrolysis of ATP into AMP.</p> <p>Pyrophosphoric acid is tetraprotic with pK<sub>a</sub> values of <strong>0.91</strong>, <strong>2.10</strong>, <strong>6.70</strong>, and <strong>9.32</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Pyrophosphoric acid?</p>	pH <span style="color: #901c1c">-0.0</span>	Incorrect	pH <span style="color: #7e1c1c">1.1</span>	Incorrect	pH <span style="color: #5c1c1c">3.1</span>	Incorrect	pH <span style="color: #1c1c45">9.5</span>	Incorrect	pH <span style="color: #1c1c61">11.2</span>	Correct
MC	<p>d44c_3c21</p> <p><strong>Pyrophosphoric acid</strong> and its conjugate base, pyrophosphate, is abbreviated PP<sub>i</sub> and is formed by cells from the hydrolysis of ATP into AMP.</p> <p>Pyrophosphoric acid is tetraprotic with pK<sub>a</sub> values of <strong>0.91</strong>, <strong>2.10</strong>, <strong>6.70</strong>, and <strong>9.32</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Pyrophosphoric acid?</p>	pH <span style="color: #7e1c1c">1.1</span>	Incorrect	pH <span style="color: #6f1c1c">2.0</span>	Incorrect	pH <span style="color: #291c1c">6.2</span>	Incorrect	pH <span style="color: #1c1c24">7.5</span>	Incorrect	pH <span style="color: #1c1c2c">8.0</span>	Correct
MC	<p>36dd_a24d</p> <p><strong>Phosphoric acid</strong> and its conjugate base, phosphate, is abbreviated P<sub>i</sub> and is formed by cells from the hydrolysis of ATP into ADP.</p> <p>Phosphoric acid is triprotic with pK<sub>a</sub> values of <strong>2.16</strong>, <strong>7.21</strong>, and <strong>12.32</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Phosphoric acid?</p>	pH <span style="color: #7b1c1c">1.3</span>	Incorrect	pH <span style="color: #6c1c1c">2.2</span>	Incorrect	pH <span style="color: #531c1c">3.7</span>	Correct	pH <span style="color: #201c1c">6.7</span>	Incorrect	pH <span style="color: #1c1c80">13.0</span>	Incorrect
MC	<p>c35a_af75</p> <p><strong>Ethylenediaminetetraacetic acid</strong> and its conjugate base, EDTA, is commonly used in chelation therapy and as a chelating agent in biochemical experiments..</p> <p>Ethylenediaminetetraacetic acid is tetraprotic with pK<sub>a</sub> values of <strong>2.00</strong>, <strong>2.67</strong>, <strong>6.16</strong>, and <strong>10.26</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Ethylenediaminetetraacetic acid?</p>	pH <span style="color: #771c1c">1.5</span>	Incorrect	pH <span style="color: #541c1c">3.6</span>	Incorrect	pH <span style="color: #311c1c">5.7</span>	Incorrect	pH <span style="color: #1c1c3a">8.8</span>	Correct	pH <span style="color: #1c1c5b">10.8</span>	Incorrect
MC	<p>a994_0909</p> <p><strong>Citric acid</strong> and its conjugate base, citrate, is an intermediate in the citric acid cycle.</p> <p>Citric acid is triprotic with pK<sub>a</sub> values of <strong>3.13</strong>, <strong>4.76</strong>, and <strong>6.39</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Citric acid?</p>	pH <span style="color: #621c1c">2.8</span>	Incorrect	pH <span style="color: #3b1c1c">5.1</span>	Incorrect	pH <span style="color: #2b1c1c">6.1</span>	Incorrect	pH <span style="color: #221c1c">6.6</span>	Incorrect	pH <span style="color: #1c1c6c">11.8</span>	Correct
MC	<p>36dd_7c72</p> <p><strong>Phosphoric acid</strong> and its conjugate base, phosphate, is abbreviated P<sub>i</sub> and is formed by cells from the hydrolysis of ATP into ADP.</p> <p>Phosphoric acid is triprotic with pK<sub>a</sub> values of <strong>2.16</strong>, <strong>7.21</strong>, and <strong>12.32</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Phosphoric acid?</p>	pH <span style="color: #791c1c">1.4</span>	Incorrect	pH <span style="color: #381c1c">5.3</span>	Correct	pH <span style="color: #1c1c27">7.7</span>	Incorrect	pH <span style="color: #1c1c6a">11.7</span>	Incorrect	pH <span style="color: #1c1c85">13.3</span>	Incorrect
